Region,Total Homes Sold,Adjusted Average Homes Sold,Adjusted Average New Listings,Adjusted Pending Sales
"Abbeville County, SC",12.649572649572649,2.215811965811966,2.4145299145299144,1.4487179487179487
"Aberdeen, SD metro area",33.19252336448598,5.680373831775701,6.0990654205607475,3.297196261682243
"Aberdeen, WA metro area",157.85882352941175,27.754445609790697,32.39454179918424,21.80907049665022
"Abilene, TX metro area",271.47172236503854,48.25835475578406,55.72365038560411,37.03213367609254
"Acadia Parish, LA",28.520793950850663,4.734404536862003,6.015122873345936,2.5387523629489603
"Accomack County, VA",59.68917576961271,10.327706057596822,10.844091360476664,4.721946375372394
"Ada, OK metro area",44.52851711026616,7.720532319391635,10.644486692015208,3.914448669201521
"Adair County, IA",7.141129032258065,1.2620967741935485,1.4233870967741935,1.0887096774193548
"Adair County, KY",10.510765550239235,1.757177033492823,1.7906698564593302,1.3779904306220097
"Adair County, MO",29.885245901639344,5.2103825136612025,5.133879781420765,2.830601092896175
"Adair County, OK",12.562945368171022,1.9691211401425177,2.6365795724465557,1.4156769596199525
"Adams County, CO",972.5347368421053,174.54526315789474,192.32,157.69263157894736
"Adams County, IA",3.227488151658768,1.0568720379146919,1.0236966824644549,1.018957345971564
"Adams County, ID",10.729088639200999,1.7215980024968789,1.9900124843945068,1.2372034956304618
"Adams County, IL",92.41312741312741,16.222651222651223,14.979407979407979,8.160875160875161
"Adams County, IN",28.30690537084399,4.819693094629156,4.8861892583120206,3.625319693094629
"Adams County, MS",26.87676056338028,4.609154929577465,4.73943661971831,2.227112676056338
"Adams County, ND",2.0606060606060606,1.0,1.0,1.0
"Adams County, NE",18.621705426356588,3.4031007751937983,3.5209302325581397,2.765891472868217
"Adams County, OH",20.8857421875,3.4541015625,4.4384765625,2.1953125
"Adams County, PA",139.91065989847715,24.62741116751269,27.069035532994924,17.951269035532995
"Adams County, WA",16.9692532942899,2.679355783308931,3.1830161054172765,1.8711566617862372
"Adams County, WI",62.4815668202765,10.824884792626728,12.786866359447005,6.292626728110599
"Addison County, VT",44.377331420373025,7.57532281205165,9.327116212338593,4.30703012912482
"Adrian, MI metro area",151.3310810810811,26.91891891891892,29.488175675675677,16.300675675675677
"Aiken County, SC",310.90200708382525,55.285714285714285,57.21605667060213,32.5926800472255
"Aitkin County, MN",42.58789289871944,7.2910360884749705,8.610011641443538,4.6961583236321305
"Akron, OH metro area",993.159,176.603,200.389,142.728
"Alachua County, FL",447.74387527839644,79.44766146993318,89.06347438752783,54.65144766146993
"Alamance County, NC",260.5185520361991,46.038914027149325,48.33212669683258,32.767420814479635
"Alameda County, CA",1525.1173333333334,273.83733333333333,312.8933333333333,259.00266666666664
"Alamogordo, NM metro area",103.2630359212051,18.339513325608344,12.818076477404404,4.676709154113557
"Alamosa County, CO",14.575027382256298,2.352683461117196,2.769989047097481,1.6297918948521357
"Albany County, NY",375.2806818181818,66.68409090909091,79.54545454545455,53.53636363636364
"Albany County, WY",46.85072951739618,8.026936026936028,7.8338945005611675,5.751964085297419
"Albany, GA metro area",14.00823723228995,2.4184514003294892,2.800658978583196,1.6210873146622735
"Albany, NY metro area",1161.0152284263959,208.30795262267344,263.8730964467005,154.751269035533
"Albany, OR metro area",203.25405405405405,35.93945945945946,40.56972972972973,28.368648648648648
"Albemarle County, VA",214.98150594451783,38.09114927344782,47.77014531043593,18.221928665786
"Albemarle, NC metro area",78.16446124763705,13.792060491493384,15.655954631379963,7.5160680529300565
"Albert Lea, MN metro area",41.892716535433074,7.161417322834645,7.8828740157480315,5.127952755905512
"Albertville, AL metro area",109.53256150506512,19.373371924746746,21.107091172214183,11.49493487698987
"Alcona County, MI",15.675937122128174,2.5417170495767833,3.0362756952841594,1.626360338573156
"Alcorn County, MS",10.697986577181208,1.8708053691275168,2.0503355704697985,1.5201342281879195
"Alexander City, AL metro area",65.45018796992481,11.324248120300751,12.885338345864662,5.6156015037593985
"Alexander County, IL",4.5326460481099655,1.041237113402062,1.3058419243986255,1.0034364261168385
"Alexander County, NC",35.03932584269663,5.935955056179775,6.371910112359551,3.8550561797752807
"Alexandria, LA metro area",7.578947368421052,1.4736842105263157,1.087719298245614,1.280701754385965
"Alexandria, MN metro area",69.17764165390506,12.058192955589586,13.496171516079633,7.658499234303216
"Alexandria, VA",301.56503496503495,53.74685314685315,59.7972027972028,47.17762237762238
"Alfalfa County, OK",1.7,1.0,1.0,1.0
"Alger County, MI",21.94984802431611,3.594224924012158,4.10790273556231,1.7735562310030395
"Alice, TX metro area",17.795986622073578,2.849498327759197,4.357859531772576,1.745819397993311
All Redfin Metros,463357.8574686431,82676.17217787914,94116.39566704675,56796.823261117446
"Allamakee County, IA",12.261306532663317,2.0787269681742044,1.95142378559464,1.5343383584589614
"Allegan County, MI",166.63307984790873,29.669201520912548,35.76996197718631,22.43916349809886
"Allegany County, MD",77.59663865546219,13.670588235294117,18.46890756302521,7.62016806722689
"Allegany County, NY",40.05550416281221,6.733580018501388,8.383903792784459,4.269195189639223
"Alleghany County, NC",24.81890812250333,4.023968042609853,4.07190412782956,2.1264980026631157
"Alleghany County, VA",15.625,2.578409090909091,2.7636363636363637,1.821590909090909
"Allegheny County, PA",1633.9237435008665,293.7937608318891,345.8526863084922,185.93240901213173
"Allen County, IN",521.7015384615385,93.10615384615384,92.24153846153847,68.00769230769231
"Allen County, KS",9.829139072847681,1.6463576158940398,1.7655629139072848,1.3629139072847682
"Allen County, KY",27.064602960969044,4.631224764468372,4.967698519515478,2.5423956931359353
"Allen County, OH",94.54143646408839,16.59889502762431,17.50828729281768,12.043093922651934
"Allen Parish, LA",6.2076502732240435,1.336976320582878,1.3151183970856102,1.1238615664845173
"Allendale County, SC",4.097035040431267,1.1482479784366577,1.0754716981132075,1.0161725067385445
"Allentown, PA metro area",1190.2291904218928,211.71721778791334,242.25427594070695,170.45496009122007
"Alma, MI metro area",44.94211822660098,7.713054187192118,8.48768472906404,4.626847290640394
"Alpena County, MI",40.06760563380282,7.043661971830986,6.936619718309859,4.847887323943662
"Alpena, MI metro area",40.22286541244573,7.034732272069465,7.014471780028944,4.826338639652677
"Alpine County, CA",10.627118644067796,1.5980629539951574,1.9031476997578693,1.1113801452784504
"Altoona, PA metro area",109.52247191011236,19.44194756554307,19.642322097378276,8.900749063670412
"Altus, OK metro area",21.515384615384615,4.1692307692307695,4.630769230769231,3.673076923076923
"Amador County, CA",72.61295971978984,12.851138353765323,15.567425569176883,7.607705779334501
"Amarillo, TX metro area",380.1618062088429,67.36406396989652,71.88523047977422,50.1618062088429
"Amelia County, VA",20.560165975103736,3.420470262793914,3.401106500691563,2.195020746887967
"Americus, GA metro area",3.8661971830985915,1.0492957746478873,1.204225352112676,1.0880281690140845
"Ames, IA metro area",132.7398568019093,23.369928400954652,26.33890214797136,15.743436754176612
"Amherst County, VA",35.52259332023576,6.06286836935167,6.408644400785855,2.980353634577603
"Amite County, MS",6.793103448275862,1.3103448275862069,1.2838196286472148,1.1193633952254642
"Amsterdam, NY metro area",45.77575107296137,7.84549356223176,9.770386266094421,5.121244635193133
"Anaheim, CA metro area",3328.4573426573425,595.9678321678322,692.0475524475524,458.46013986013986
"Anchorage Borough, AK",459.8188679245283,81.55094339622642,99.83490566037736,60.74622641509434
"Anchorage, AK metro area",675.7149321266968,119.68440362181406,146.26800450453277,86.87851837294939
"Anderson County, KS",10.95840554592721,1.7712305025996533,1.7036395147313692,1.240901213171577
"Anderson County, KY",36.80769230769231,6.308974358974359,6.978205128205128,4.944871794871795
"Anderson County, SC",319.76108597285065,56.526696832579184,64.04434389140272,40.36108597285068
"Anderson County, TN",114.14266842800528,20.159841479524438,20.038309114927344,12.49669749009247
"Anderson County, TX",39.52467532467532,6.751948051948052,7.02987012987013,4.07012987012987
"Andrew County, MO",19.382005899705014,3.2389380530973453,3.6194690265486726,2.3112094395280236
"Andrews County, TX",22.553977272727273,3.6676136363636362,3.734375,1.9914772727272727
"Andrews, TX metro area",22.553264604810998,3.6666666666666665,3.868270332187858,2.077892325315006
"Androscoggin County, ME",148.28301886792454,26.14206437291898,28.755826859045506,21.738068812430633
"Angelina County, TX",8.025862068965518,1.5517241379310345,2.1163793103448274,1.3836206896551724
"Angola, IN metro area",49.10462287104623,8.530413625304137,8.804136253041362,5.582725060827251
"Ann Arbor, MI metro area",522.3699324324324,93.50844594594595,110.58445945945945,71.29391891891892
"Anne Arundel County, MD",1035.2797731568999,186.06805293005672,221.81663516068053,140.91493383742912
"Anniston, AL metro area",133.79811320754717,23.53326861366493,27.06594805972815,15.575107254095245
"Anoka County, MN",647.6105263157895,115.73263157894736,126.53052631578947,101.01473684210526
"Antelope County, NE",3.953488372093023,1.3488372093023255,1.0,1.0
"Antrim County, MI",52.34538152610442,9.076305220883533,10.378848728246318,4.6291834002677374
"Apache County, AZ",45.68888888888889,4.888888888888889,2.611111111111111,1.5962962962962963
"Appanoose County, IA",12.914979757085021,2.396761133603239,2.526315789473684,1.562753036437247
"Appleton, WI metro area",344.2357019064125,61.64124783362218,66.34142114384748,43.19930675909879
"Appling County, GA",1.4705882352941178,1.0,1.0,1.0
"Appomattox County, VA",23.520958083832337,3.852295409181637,3.0419161676646707,1.9630738522954092
"Aransas County, TX",24.91566265060241,4.246987951807229,8.196787148594378,2.2208835341365463
"Arapahoe County, CO",1234.5257918552036,219.10497737556562,236.39547511312216,199.9601809954751
"Arcadia, FL metro area",33.44444444444444,5.667695473251029,7.060699588477366,4.19238683127572
"Archer County, TX",11.00257731958763,1.8865979381443299,1.8350515463917525,1.5721649484536082
"Archuleta County, CO",53.567460317460316,9.251322751322752,11.798941798941799,4.478835978835979
"Ardmore, OK metro area",51.54305799648506,9.005272407732864,8.815465729349736,4.304042179261863
"Arenac County, MI",25.31502590673575,4.181347150259067,4.769948186528498,2.182383419689119
"Arkadelphia, AR metro area",16.91276595744681,2.7191489361702126,3.1829787234042555,1.8010638297872341
"Arkansas County, AR",8.354406130268199,1.3314176245210727,1.5938697318007662,1.1417624521072798
"Arlington County, VA",323.1358778625954,57.7206106870229,65.92213740458016,49.15114503816794
"Armstrong County, PA",45.44112478031634,7.843585237258348,9.738137082601055,3.755711775043937
"Armstrong County, TX",3.6935866983372923,1.1425178147268409,1.152019002375297,1.0807600950118765
"Aroostook County, ME",80.04118404118404,13.99099099099099,18.397683397683398,7.63063063063063
"Ashe County, NC",52.24050632911393,8.928653624856157,8.788262370540851,4.779056386651323
"Asheville, NC metro area",873.4116094986807,156.1741424802111,180.41820580474933,97.13852242744063
"Ashland County, OH",28.76599634369287,4.923217550274223,5.855575868372943,3.246800731261426
"Ashland County, WI",24.29032258064516,4.003072196620583,4.766513056835637,1.9308755760368663
"Ashland, OH metro area",34.32554517133956,5.88006230529595,6.679127725856698,4.118380062305296
"Ashley County, AR",10.34179104477612,1.7134328358208955,1.817910447761194,1.2417910447761193
"Ashtabula County, OH",112.61237113402062,19.787628865979382,23.79175257731959,13.487628865979381
"Ashtabula, OH metro area",112.13483146067416,19.792134831460675,24.384831460674157,12.702247191011235
"Asotin County, WA",31.975039001560063,5.410296411856474,5.071762870514821,3.188767550702028
"Astoria, OR metro area",96.48491620111731,16.905027932960895,18.854748603351954,10.576536312849163
"Atchison County, KS",4.349397590361446,1.3413654618473896,1.5823293172690762,1.2570281124497993
"Atchison County, MO",1.8103448275862069,1.0,1.0344827586206897,1.0
"Atchison, KS metro area",7.972451790633609,1.7493112947658402,2.190082644628099,1.5454545454545454
"Athens County, OH",27.15972222222222,4.8180555555555555,4.758333333333334,3.286111111111111
"Athens, OH metro area",23.195402298850574,4.208538587848933,4.233169129720854,2.7947454844006567
"Athens, TN metro area",74.55847568988173,13.032851511169515,11.646517739816032,6.155059132720105
"Athens, TX metro area",119.93833780160858,21.445040214477213,27.324396782841823,10.973190348525469
"Atkinson County, GA",1.0,1.0,1.0,1.0
"Atlantic City, NJ metro area",560.1023102310231,99.3003300330033,123.80418041804181,51.34653465346535
"Atlantic County, NJ",563.7295454545455,100.14090909090909,125.70227272727273,51.49659090909091
"Atmore, AL metro area",19.380281690140844,3.1658841940532083,3.560250391236307,1.5602503912363068
"Atoka County, OK",6.446666666666666,1.28,1.4633333333333334,1.07
"Attala County, MS",2.8963210702341136,1.0167224080267558,1.0367892976588629,1.0668896321070234
"Auburn, AL metro area",336.8558659217877,59.808938547486036,59.92625698324022,32.03016759776536
"Auburn, IN metro area",56.21413276231264,9.957173447537473,9.740899357601712,6.655246252676659
"Auburn, NY metro area",72.2336956521739,12.553913292981019,14.814311594202898,8.104629317944534
"Audrain County, MO",18.343843843843842,2.9384384384384385,3.6171171171171173,1.5015015015015014
"Audubon County, IA",7.777777777777778,1.3001277139208174,1.3729246487867177,1.132822477650064
"Auglaize County, OH",45.610837438423644,7.821674876847291,8.64039408866995,5.43448275862069
"Augusta County, VA",90.90421455938697,15.978927203065133,18.132183908045977,8.264367816091953
"Augusta, GA metro area",1087.6685649202734,193.91913439635536,204.54555808656036,125.1993166287016
"Augusta, ME metro area",195.29532497149373,34.54960091220068,39.107183580387684,26.298745724059295
"Aurora County, SD",2.3333333333333335,1.0,1.4814814814814814,1.0
"Austin County, TX",31.236336779911372,5.295420974889217,6.880354505169867,3.186115214180207
"Austin, MN metro area",54.54459203036053,9.493358633776092,10.810246679316888,6.645161290322581
"Austin, TX metro area",3902.514499532273,693.2366697848456,813.8503274087933,553.5584658559401
"Autauga County, AL",100.9436170212766,17.658510638297873,19.52872340425532,11.470212765957447
"Avery County, NC",59.91919191919192,10.327561327561327,10.271284271284271,4.886002886002886
"Avoyelles Parish, LA",2.3255813953488373,1.0930232558139534,1.0,1.0232558139534884
"Baca County, CO",2.142857142857143,1.0,3.0,1.0
"Bacon County, GA",3.989130434782609,1.141304347826087,1.1032608695652173,1.0434782608695652
"Bailey County, TX",5.19406392694064,1.1917808219178083,1.1164383561643836,1.1095890410958904
"Bainbridge, GA metro area",2.8078602620087336,1.017467248908297,1.148471615720524,1.039301310043668
"Baker County, FL",27.755381604696673,4.62720156555773,5.343444227005871,3.4980430528375734
"Baker County, OR",26.5556640625,4.4072265625,5.203125,3.31640625
"Bakersfield, CA metro area",1047.7158774373258,187.40529247910862,225.93314763231197,150.941504178273
"Baldwin County, AL",812.4905660377359,144.22735849056605,155.02075471698114,77.15188679245283
"Baldwin County, GA",36.981818181818184,6.337878787878788,7.790909090909091,3.625757575757576
"Ballard County, KY",6.965879265091863,1.3070866141732282,1.4330708661417322,1.068241469816273
"Baltimore City County, MD",1069.564979480164,191.52393980848154,252.48837209302326,141.5731874145007
"Baltimore County, MD",1186.2766151046405,210.4258416742493,233.59417652411284,173.74795268425842
"Baltimore, MD metro area",4598.011796733213,816.2791579026028,935.529675355232,658.9184545915303
"Bamberg County, SC",6.935483870967742,1.2655086848635235,1.3672456575682381,1.0942928039702233
"Bangor, ME metro area",215.93894993894995,38.142857142857146,42.24420024420024,27.782661782661783
"Banks County, GA",22.906283280085198,3.7955271565495208,5.244941427050053,2.6794462193823216
"Bannock County, ID",86.9809885931559,15.192015209125476,17.104562737642585,12.55703422053232
"Baraboo, WI metro area",105.89572192513369,18.628342245989305,21.189839572192515,12.318181818181818
"Baraga County, MI",14.130801687763713,2.320675105485232,2.351617440225035,1.3572433192686357
"Barber County, KS",3.831288343558282,1.0736196319018405,1.0797546012269938,1.0889570552147239
"Barbour County, AL",15.26086956521739,2.5917874396135265,2.345410628019324,1.3115942028985508
"Bardstown, KY metro area",60.63884156729131,10.620102214650766,12.143100511073254,6.3151618398637135
"Barnes County, ND",13.468805704099822,2.2762923351158646,2.3244206773618536,1.5401069518716577
"Barnstable County, MA",652.8395860284605,116.46571798188874,139.9391979301423,82.45924967658473
"Barnstable Town, MA metro area",657.1886075949367,117.0746835443038,137.9886075949367,82.43924050632911
"Barnwell County, SC",12.328899637243047,1.9480048367593712,2.007255139056832,1.3252720677146312
"Barre, VT metro area",86.43098958333333,15.138020833333334,17.6328125,8.138020833333334
"Barren County, KY",41.1889400921659,7.081413210445469,5.592933947772657,3.6743471582181257
"Barron County, WI",77.38911022576362,13.52988047808765,15.52191235059761,8.831341301460823
"Barry County, MI",96.83225806451613,17.043870967741935,19.274838709677418,13.761290322580646
"Barry County, MO",38.83121827411168,6.766497461928934,7.814720812182741,4.049492385786802
"Bartholomew County, IN",136.84074457083764,24.036194415718718,23.815925542916236,17.42192347466391
"Bartlesville, OK metro area",93.05633802816901,16.27364185110664,18.732394366197184,12.929577464788732
"Barton County, KS",26.166120218579234,4.3453551912568305,4.440437158469945,2.7081967213114755
"Barton County, MO",9.777511961722489,1.6076555023923444,1.7177033492822966,1.2320574162679425
"Bastrop County, TX",124.27692307692308,21.81900452488688,26.951131221719457,15.685972850678732
"Batavia, NY metro area",53.38511627906977,9.217674418604652,10.266976744186046,7.52093023255814
"Bates County, MO",16.152394775036285,2.6734397677793904,3.1901306240928884,1.8084179970972425
"Batesville, AR metro area",57.314678899082566,9.844036697247706,10.681651376146789,5.526605504587156
"Bath County, KY",8.627450980392156,1.4558823529411764,1.767156862745098,1.3026960784313726
"Bath County, VA",5.814035087719298,1.1859649122807017,1.3157894736842106,1.1649122807017545
"Battle Creek, MI metro area",202.29841656516444,35.83800243605359,40.08282582216809,28.370280146163214
"Baxter County, AR",52.53799019607843,9.147058823529411,9.832107843137255,8.216911764705882
"Bay City, MI metro area",143.59244791666666,25.403645833333332,27.966145833333332,17.114583333333332
"Bay City, TX metro area",26.048582995951417,4.678137651821863,6.362348178137652,3.064777327935223
"Bay County, FL",661.3316391359593,117.88691232528589,135.44218551461245,66.01905972045743
"Bay County, MI",141.63522884882107,25.11373092926491,27.85852981969487,16.62135922330097
"Bayfield County, WI",30.70896273917422,5.015105740181269,6.210473313192346,2.7411883182275933
"Baylor County, TX",5.066666666666666,1.1333333333333333,1.3277777777777777,1.0722222222222222
"Beadle County, SD",23.51530612244898,3.8125,3.7130102040816326,2.235969387755102
"Bear Lake County, ID",13.778603268945023,2.1040118870728084,2.2288261515601784,1.3580980683506687
"Beatrice, NE metro area",27.906214689265536,4.682485875706215,5.232768361581921,3.431638418079096
"Beaufort County, NC",60.61206896551724,10.46455938697318,11.904214559386974,5.772988505747127
"Beaufort County, SC",689.7593840230992,122.4735322425409,136.70837343599615,70.25986525505293
"Beaumont, TX metro area",186.86046511627907,33.6994633273703,38.78354203935599,28.18067978533095
"Beauregard Parish, LA",29.957264957264957,5.2234432234432235,5.199023199023199,3.0378510378510377
"Beaver County, OK",2.661764705882353,1.161764705882353,1.0,1.1764705882352942
"Beaver County, PA",209.23042168674698,37.12951807228916,42.8960843373494,22.123493975903614
"Beaver County, UT",10.751743375174337,1.7531380753138075,1.8563458856345885,1.203626220362622
"Beaver Dam, WI metro area",112.66402378592666,19.75123885034688,21.631318136769078,14.466798810703667
"Beaverhead County, MT",15.007662835249041,2.3314176245210727,2.289272030651341,1.235632183908046
"Becker County, MN",50.67877094972067,8.659217877094973,10.88733705772812,5.564245810055866
"Beckham County, OK",22.897233201581027,4.32806324110672,5.280632411067193,2.8616600790513833
"Bedford County, PA",36.10818713450293,6.106725146198831,5.887426900584796,2.587719298245614
"Bedford County, TN",74.52186177715092,13.094499294781382,14.885754583921015,8.809590973201692
"Bedford County, VA",144.55589123867068,25.58157099697885,27.031722054380666,12.756797583081571
"Bedford, IN metro area",51.86050420168067,9.188235294117646,9.221848739495798,5.20672268907563
"Bee County, TX",9.352017937219731,1.836322869955157,2.006726457399103,1.248878923766816
"Beeville, TX metro area",5.279310344827586,1.3448275862068966,1.5103448275862068,1.0724137931034483
"Belknap County, NH",158.5143721633888,28.068078668683814,33.65052950075643,17.715582450832073
"Bell County, KY",13.022222222222222,1.8837606837606837,1.9264957264957265,1.2427350427350428
"Bell County, TX",679.3514689880304,120.85963003264418,137.40587595212187,99.22306855277475
"Bellefontaine, OH metro area",66.9405487804878,11.670731707317072,12.996951219512194,7.260670731707317
"Bellingham, WA metro area",372.47748592870545,65.94189917123003,74.02416111636774,57.15277022326189
"Belmont County, OH",54.62678936605317,9.44478527607362,11.492842535787322,5.088957055214724
"Beltrami County, MN",60.351528384279476,10.443231441048034,12.235807860262009,7.274017467248909
"Bemidji, MN metro area",59.660714285714285,10.36525974025974,12.592532467532468,6.4058441558441555
"Ben Hill County, GA",12.831973898858076,2.2169657422512237,2.1549755301794455,1.5220228384991843
"Bend, OR metro area",581.530487804878,104.0579268292683,117.39939024390245,80.13719512195122
"Benewah County, ID",13.2117903930131,2.11353711790393,2.699781659388646,1.525109170305677
"Bennett County, SD",1.0,1.0,1.0,1.0
"Bennettsville, SC metro area",11.916949152542372,1.9627118644067796,1.847457627118644,1.3491525423728814
"Bennington County, VT",68.79128137384411,11.894319682959049,14.639365918097754,5.003963011889035
"Bennington, VT metro area",61.01798561151079,10.56474820143885,14.559352517985612,3.6007194244604315
"Benson County, ND",1.9722222222222223,1.1944444444444444,1.0416666666666667,1.2222222222222223
"Bent County, CO",6.075901328273245,1.1821631878557874,1.4098671726755219,1.1214421252371916
"Benton County, AR",757.1221122112212,134.58305830583058,138.96259625962597,95.7128712871287
"Benton County, IA",32.19163763066202,5.466898954703833,5.951219512195122,3.8420441347270615
"Benton County, IN",11.538271604938272,2.0246913580246915,1.960493827160494,1.6641975308641976
"Benton County, MN",61.99491740787802,10.777636594663278,11.611181702668361,8.78017789072427
"Benton County, MO",9.752,1.712,1.8933333333333333,1.2186666666666666
"Benton County, MS",4.4485981308411215,1.158878504672897,1.0560747663551402,1.1565420560747663
"Benton County, OR",116.05805687203791,20.40995260663507,22.894549763033176,16.033175355450236
"Benton County, TN",14.353083434099153,2.5332527206771465,2.6251511487303505,1.770253929866989
"Benton County, WA",256.302066772655,45.76152623211447,53.109697933227345,31.130365659777425
"Benzie County, MI",38.898523985239855,6.691881918819188,7.702952029520295,3.5682656826568264
"Bergen County, NJ",1147.4852071005917,203.6222879684418,250.36785009861933,101.82544378698225
"Berkeley County, SC",599.2303921568628,106.5,116.87058823529412,74.33431372549019
"Berkeley County, WV",282.7431302270012,50.121863799283155,58.966547192353644,37.48626045400239
"Berks County, PA",599.6385404789054,106.64082098061573,117.70011402508553,88.18015963511972
"Berkshire County, MA",191.29032258064515,34.03072196620584,43.846390168970814,15.365591397849462
"Berlin, NH metro area",66.3234899328859,11.496644295302014,13.696644295302013,5.2241610738255035
"Bernalillo County, NM",1021.7126865671642,181.26492537313433,201.74253731343285,149.32182835820896
"Berrien County, GA",10.760330578512397,2.0826446280991737,2.5289256198347108,1.1735537190082646
"Berrien County, MI",265.89592760180994,46.91493212669683,54.22262443438914,32.9420814479638
"Bertie County, NC",8.311797752808989,1.3398876404494382,1.5252808988764044,1.103932584269663
"Bethel Census Area, AK",1.2380952380952381,1.0,1.0,1.0
"Bibb County, AL",11.746341463414634,1.8178861788617886,2.0,1.359349593495935
"Bibb County, GA",160.07903402854006,28.279912184412733,34.86717892425906,19.603732162458837
"Bienville Parish, LA",4.917127071823204,1.149171270718232,1.2375690607734806,1.0414364640883977
"Big Horn County, MT",6.943562610229277,1.2786596119929454,1.3668430335097002,1.218694885361552
"Big Horn County, WY",3.1155555555555554,1.0266666666666666,1.0888888888888888,1.0044444444444445
"Big Rapids, MI metro area",74.40336134453781,13.027310924369749,15.663865546218487,7.0966386554621845
"Big Spring, TX metro area",2.2276785714285716,1.0446428571428572,3.40625,1.0535714285714286
"Big Stone County, MN",9.192660550458715,1.4694189602446484,1.5504587155963303,1.2293577981651376
"Big Stone Gap, VA metro area",29.247863247863247,4.77045177045177,4.7484737484737485,2.076923076923077
"Billings, MT metro area",310.035661218425,55.181277860326894,55.17087667161962,34.24517087667162
"Bingham County, ID",44.6687306501548,7.767801857585139,8.3328173374613,6.185758513931889
"Binghamton, NY metro area",256.0185546875,45.2646484375,48.3564453125,20.955078125
"Birmingham, AL metro area",1914.512640449438,342.59550561797755,387.3469101123595,231.68258426966293
"Bismarck, ND metro area",180.15471698113208,31.69308176100629,32.828930817610065,19.827672955974844
"Black Hawk County, IA",150.33270676691728,26.860902255639097,28.616541353383457,20.026315789473685
"Blackfoot, ID metro area",43.7679012345679,7.548148148148148,8.411111111111111,5.965432098765432
"Blackford County, IN",13.191829484902309,2.1190053285968027,2.428063943161634,1.4369449378330372
"Blacksburg, VA metro area",150.53526570048308,26.427053140096618,27.02512077294686,17.554589371980676
"Bladen County, NC",16.698292220113853,2.6318785578747628,3.5294117647058822,1.3510436432637571
"Blaine County, ID",61.327586206896555,10.581417624521073,12.098659003831418,5.724137931034483
"Blaine County, MT",2.769230769230769,1.2307692307692308,1.0,1.0
"Blaine County, OK",4.513888888888889,1.1527777777777777,1.5138888888888888,1.0555555555555556
"Blair County, PA",114.47554347826087,20.06159420289855,19.792572463768117,11.343297101449275
"Blanco County, TX",16.69120654396728,2.627811860940695,3.3006134969325154,1.4028629856850716
"Bland County, VA",4.75,1.0853658536585367,1.1280487804878048,1.076219512195122
"Bleckley County, GA",7.614481409001957,1.4344422700587085,1.4598825831702544,1.178082191780822
"Bledsoe County, TN",14.115452930728242,2.2184724689165187,1.6234458259325044,1.2273534635879217
"Bloomington, IL metro area",10.373853211009175,1.7775229357798166,2.3279816513761467,1.4610091743119267
"Bloomington, IN metro area",174.22381477398017,30.69459757442117,32.98897464167585,20.42116868798236
"Bloomsburg, PA metro area",57.86545801526717,10.002862595419847,10.445610687022901,5.92175572519084
"Blount County, AL",60.468414779499405,10.473182359952323,12.150178784266984,6.733015494636472
"Blount County, TN",249.41257142857143,44.24342857142857,42.45485714285714,27.763428571428573
"Blue Earth County, MN",57.75314861460957,10.035264483627204,10.894206549118389,7.638539042821159
"Bluffton, IN metro area",35.75973154362416,6.163758389261745,5.829530201342282,4.456375838926174
"Blytheville, AR metro area",23.66728971962617,3.8953271028037384,4.973831775700934,2.0990654205607475
"Bogalusa, LA metro area",24.702970297029704,4.068316831683168,4.851485148514851,2.3346534653465345
"Bolivar County, MS",3.1728971962616823,1.0654205607476634,1.144859813084112,1.0327102803738317
"Bollinger County, MO",9.714285714285714,1.6392496392496392,1.5266955266955267,1.2352092352092352
"Bon Homme County, SD",6.752293577981652,1.2110091743119267,1.1743119266055047,1.1559633027522935
"Bonham, TX metro area",43.370098039215684,7.446078431372549,9.346813725490197,5.223039215686274
"Bonner County, ID",102.09457755359395,17.883984867591426,23.1109709962169,12.582597730138714
"Bonneville County, ID",174.57099080694587,30.767109295199184,33.96833503575077,25.89785495403473
"Boone County, AR",6.427631578947368,1.3388157894736843,1.7138157894736843,1.1825657894736843
"Boone County, IA",34.922813036020585,5.982847341337908,7.181818181818182,3.7152658662092626
"Boone County, IL",62.160857908847184,11.04289544235925,13.769436997319035,8.206434316353887
"Boone County, IN",146.25631431244153,25.760523854069223,25.13844714686623,18.67913938260056
"Boone County, KY",256.59814814814814,45.92777777777778,50.54814814814815,33.43888888888889
"Boone County, MO",291.21837837837836,51.575135135135135,56.175135135135136,33.78702702702703
"Boone County, NE",1.8387096774193548,1.3870967741935485,1.0,1.4516129032258065
"Boone, NC metro area",130.53231106243155,22.99014238773275,22.88170865279299,12.950711938663746
"Borden County, TX",1.0,1.0,1.0,1.0
"Borger, TX metro area",21.01388888888889,3.5439814814814814,3.4143518518518516,1.8773148148148149
"Bosque County, TX",12.36104513064133,1.9358669833729216,2.486935866983373,1.2802850356294537
"Bossier Parish, LA",14.822368421052632,2.7434210526315788,2.585526315789474,1.6710526315789473
"Boston, MA metro area",5324.723424270931,946.6454647792043,1108.3084554976194,832.4162333134516
"Botetourt County, VA",51.96605744125326,8.996083550913838,10.009138381201044,5.511749347258486
"Bottineau County, ND",5.365591397849462,1.1720430107526882,1.2616487455197132,1.1003584229390682
"Boulder County, CO",580.9335071707953,103.54498044328552,114.73402868318122,85.67405475880052
